lat,lng
26.7773957,93.2569436744469
26.34142215,91.0167432847407
26.62781825,91.4614857805733
24.75863995,92.8816647576822
27.06971635,95.0642629838966
26.6464231,90.6241569872987
26.01894625,89.9418895246152
27.4844597,94.9019447
26.75,92.5
27.4668315,94.5178650870885
26.1783623,90.6226683
26.40490095,94.0320911212063
26.1805978,91.753943
25.8452623,92.5746202
24.68845365,92.5738152824094
26.00939085,92.8487901426261
26,93.5
24.8483482,92.3322129231033
26.12755515,91.2998714797357
26.58687695,90.292931051248
27.0827158,93.9978423
26.252273,92.3548836
27.02195285,94.3274230296554
26.30414915,92.7160597443035
26.42386165,91.4512275462117
27.8342518,95.6767065818909
26.9834936,94.6394226
26.76777075,92.7014088585053
25.9056914,89.9918057378046
27.52016575,95.5306347312879
26.1853214,91.7472508
26.1853214,91.7472508
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
25.15247135,85.0068784898219
21.2379469,81.6336833
21.2379469,81.6336833
21.2379469,81.6336833
21.2379469,81.6336833
21.2379469,81.6336833
22.51976955,82.6295146241682
21.5,82
22.24451625,81.654010938175
22.383333,82.133333
20.73218365,81.1433573836504
18.26654225,81.2925234147506
19.11912825,81.8291864897171
22.5,83.5
22.5,83.5
18.26654225,81.2925234147506
22.0090841,82.578896
22.0090841,82.578896
21.57264595,82.4367069169644
21.57264595,82.4367069169644
21.6783969,81.4304762283333
21.6783969,81.4304762283333
23.35151515,82.9729027266501
21.1882332,82.484847625
22.0090841,82.578896
22.0090841,82.578896
28.6517178,77.2219388
15.4989946,73.8282141
15.4989946,73.8282141
15.4989946,73.8282141
15.4989946,73.8282141
15.4989946,73.8282141
23.69912795,85.9910689416502
23.69912795,85.9910689416502
23.69912795,85.9910689416502
23.9675151,85.4388456859562
22.8015194,86.2029579
23.7952809,86.4309638
24.4766423,86.6067324538695
23.75,85.5
12.9791198,77.5912997
15.8572666,74.5069343
15.1467299,76.9125211
18.083333,77.333333
17.166667,77.083333
15.3518378,75.1379848
12.8698101,74.8430082
12.3051828,76.6553609
13.9311723,75.569737
13.3400771,77.1006208
13.3419169,74.7473232
9.48870055,76.4125641096963
11.8762254,75.3738043
11.8762254,75.3738043
12.42171305,75.1904497726632
12.42171305,75.1904497726632
9.9340738,76.2606304
8.96699645,76.8582888034585
9.62857045,76.6455250291479
11.2446144,75.7759372
9.2834044,76.9606627590736
10.5256264,76.2132542
11.715219,76.126902946582
23.2530923,77.3962718
23.9342963,76.1452331412231
22.28593955,74.3546860875209
23.03525965,81.3884438474638
24.6185442,77.8788305967456
21.75194325,74.8917517533849
21.966667,80.333333
21.8796162,77.8756812456308
26.5,78.75
23.2530923,77.3962718
21.3118839,76.2291992
24.75,79.75
22.13983105,78.8096449546799
23.75,79.583333
25.75,78.5
23,76.166667
22.5,75.25
22.90736865,80.8851142968803
24.5,77.5
22.3388828,77.0929933
26.2037247,78.1573628
22.7203616,75.8681996
22.88585225,74.7251336880452
23.1608938,79.9497702
23.8339621,80.392456
21.9778642,76.5688282326971
21.8187743,75.6064577
22.68536625,80.5815056171189
24.2651306,75.3871819372501
26.166667,77.5
22.6001502,77.9266452141319
22.9467047,79.1980228
24.63044655,75.1833961463546
25.3124704,78.6678501692498
24.5,80.25
23.25,78.083333
23.87167135,76.7748902040889
23.50195775,74.952845186801
24.75926685,81.6550002107834
23.80961225,78.7591136057863
24.5,81
23.1156882,77.066239391765
22.2758789,79.721044651047
23.6522784,81.4302644405692
23.37074105,76.6205152747578
25.6656611,76.6954843
25.5,78
24.25,82
24.1974432,82.6661453
24.85450275,79.046981238828
23.174597,75.7851423
23.64319305,80.9423952200925
23.916667,78
26.2037247,78.1573628
26.2037247,78.1573628
26.2037247,78.1573628
26.2037247,78.1573628
26.2037247,78.1573628
23.1608938,79.9497702
24.5,81
23.8339621,80.392456
18.9387711,72.8353355
18.9387711,72.8353355
18.9387711,72.8353355
21.1036612,74.5617436
21.1036612,74.5617436
21.1036612,74.5617436
21.1036612,74.5617436
21.1036612,74.5617436
18.521428,73.8544541
18.521428,73.8544541
19.1943294,72.9701779
19.2962873,72.8618456
19.2962873,72.8618456
19.2962873,72.8618456
21.1498134,79.0820556
20.0112475,73.7902364
20.4686,85.8792
26.1874453,91.7414934
26.1874453,91.7414934
26.1874453,91.7414934
26.1874453,91.7414934
26.916194,75.820349
26.916194,75.820349
26.916194,75.820349
26.916194,75.820349
26.916194,75.820349
26.916194,75.820349
26.9275369,75.8313288
26.4691,74.639
27.63907705,76.6144524902045
23.4930788,74.3484023131062
24.9171512,76.6964032248914
25.5819034,71.619662427772
27.26521245,77.3691255473912
25.48877345,74.6996128358402
28.0159286,73.3171367
25.5,75.833333
24.718026,74.4721469720088
28.2061443,74.6919072996346
26.80486585,76.4437456992933
26.7009896,77.8967857
23.666667,73.75
29.36720015,74.298363650659
26.916194,75.820349
27.02801615,70.7785056232077
25.3476006,72.6260916
24.3132368,76.52223626123
28.1287995,75.3992581
26.2967719,73.0351433
26.51668105,77.0577297651736
25.1968256,76.0008933088555
27.0607859,74.1766753758271
25.6040908,73.415608785569
24.0333495,74.7801315
25.29131615,73.8244924740361
26.22914115,76.3045327701793
27.662826,75.0279262869133
24.8114047,72.8300257316025
29.46030165,73.5846239387765
24.578721,73.6862571
26.12214725,75.6637537393224
26.9275369,75.8313288
16.7451522,77.9872607
19.5,78.5
17.71534525,80.5714976177871
17.38878595,78.4610647345315
18.82135895,78.915066325259
17.7265463,79.259015248674
18.5159872,79.9693965979253
16.0999202,77.7341583507752
18.316551,78.0539380804335
18.4346438,79.1322648
17.5,80.333333
19.35851,79.28415
17.7138983,80.0413425276723
16.69656855,77.9591146208969
18.8761795,79.4449696
17.9375095,78.2117449851058
17.53498345,78.5246387350238
18.1932372,79.9413676
16.41576265,78.6830433313283
16.70055175,77.6164844701745
16.8579636,79.2174935331555
19.09152095,78.3966089842907
18.75,78.25
18.62065305,79.495017108829
18.452116,78.7645583715874
17.3316717,78.5336658
17.86859205,77.8228199507381
18.0055851,78.8961130496996
17.08001385,79.7925329742427
17.2702855,77.7452970063738
16.2852944,77.9864472702129
17.94854255,79.8161239935974
18.02625695,79.4644449399663
17.42819665,79.090490976121
28.5246712,77.5996529
28.5246712,77.5996529
27.1752554,78.0098161
28.5726442,77.3547609
28.711241,77.4445372
28.916667,77.683333
28.5246712,77.5996529
28.97240405,77.3331528493822
28.711241,77.4445372
28.5726442,77.3547609
28.97240405,77.3331528493822
28.916667,77.683333
28.916667,77.683333
28.916667,77.683333
28.916667,77.683333
27.1752554,78.0098161
28.5726442,77.3547609
28.711241,77.4445372
28.97240405,77.3331528493822
28.916667,77.683333
28.5246712,77.5996529
24.2115263,83.0366781
24.2115263,83.0366781
22.5677459,88.3476023
